,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CITY,COUNTY,ZIPCODE,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,REGULATING_AGENCY,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED,viol_duration,respose_time,issue_action_time,NUM_ACTIVE_ISSUES
1529,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919021,"MCL,  AVERAGE",ARSENIC,0.077 MG/L,0.010 MG/L,2016-04-01,2016-06-30,9619003,2015-04-30,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-337.0,427.0,34
1530,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919021,"MCL,  AVERAGE",ARSENIC,0.077 MG/L,0.010 MG/L,2016-04-01,2016-06-30,9619009,2018-08-10,STATE INTENTIONAL NO ACTION TAKEN,90.0,861.0,-771.0,34
1531,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919022,"MCL,  AVERAGE",ARSENIC,0.088 MG/L,0.010 MG/L,2016-07-01,2016-09-30,9619009,2018-08-10,STATE INTENTIONAL NO ACTION TAKEN,91.0,770.0,-679.0,36
1532,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919022,"MCL,  AVERAGE",ARSENIC,0.088 MG/L,0.010 MG/L,2016-07-01,2016-09-30,9619003,2015-04-30,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-428.0,519.0,36
1533,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919023,"MCL,  AVERAGE",ARSENIC,0.066 MG/L,0.010 MG/L,2016-10-01,2016-12-31,9619003,2015-04-30,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-520.0,611.0,38
1534,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919023,"MCL,  AVERAGE",ARSENIC,0.066 MG/L,0.010 MG/L,2016-10-01,2016-12-31,9619009,2018-08-10,STATE INTENTIONAL NO ACTION TAKEN,91.0,678.0,-587.0,38
1535,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919024,"MCL,  AVERAGE",ARSENIC,0.071 MG/L,0.010 MG/L,2017-01-01,2017-03-31,9619003,2015-04-30,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-612.0,701.0,40
1536,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919024,"MCL,  AVERAGE",ARSENIC,0.071 MG/L,0.010 MG/L,2017-01-01,2017-03-31,9619009,2018-08-10,STATE INTENTIONAL NO ACTION TAKEN,89.0,586.0,-497.0,40
1537,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919025,"MCL,  AVERAGE",ARSENIC,.065 MG/L,0.010 MG/L,2017-04-01,2017-06-30,9619003,2015-04-30,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-702.0,792.0,42
1538,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919025,"MCL,  AVERAGE",ARSENIC,.065 MG/L,0.010 MG/L,2017-04-01,2017-06-30,9619009,2018-08-10,STATE INTENTIONAL NO ACTION TAKEN,90.0,496.0,-406.0,42
1539,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919026,"MCL,  AVERAGE",ARSENIC,.081 MG/L,0.010 MG/L,2017-07-01,2017-09-30,9619003,2015-04-30,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-793.0,884.0,44
1540,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919026,"MCL,  AVERAGE",ARSENIC,.081 MG/L,0.010 MG/L,2017-07-01,2017-09-30,9619009,2018-08-10,STATE INTENTIONAL NO ACTION TAKEN,91.0,405.0,-314.0,44
1541,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919028,"MCL,  AVERAGE",ARSENIC,0.070 MG/L,0.010 MG/L,2017-10-01,2017-12-31,9619003,2015-04-30,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-885.0,976.0,46
1542,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919028,"MCL,  AVERAGE",ARSENIC,0.070 MG/L,0.010 MG/L,2017-10-01,2017-12-31,9619009,2018-08-10,STATE INTENTIONAL NO ACTION TAKEN,91.0,313.0,-222.0,46
1543,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919029,"MCL,  AVERAGE",ARSENIC,0.064 MG/L,0.010 MG/L,2018-01-01,2018-03-31,9619003,2015-04-30,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-977.0,1066.0,48
1544,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919029,"MCL,  AVERAGE",ARSENIC,0.064 MG/L,0.010 MG/L,2018-01-01,2018-03-31,9619009,2018-08-10,STATE INTENTIONAL NO ACTION TAKEN,89.0,221.0,-132.0,48
1545,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919032,"MCL,  AVERAGE",ARSENIC,0.077 MG/L,0.010 MG/L,2018-04-01,2018-06-30,9619008,2018-08-10,FORMAL ENFORCEMENT ACTION ISSUED,90.0,131.0,-41.0,50
1546,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919033,"MCL,  AVERAGE",ARSENIC,0.081 MG/L,0.010 MG/L,2018-07-01,2018-09-30,9619008,2018-08-10,FORMAL ENFORCEMENT ACTION ISSUED,91.0,40.0,51.0,51
1547,CA1500436,HUNGRY GULCH MWC,WOFFORD HEIGHTS,KERN,93285,COMMUNITY,36,38,DISTRICT 19 - TEHACHAPI,9919034,"MCL,  AVERAGE",ARSENIC,0.084 MG/L,0.010 MG/L,2018-10-01,2018-12-31,9619008,2018-08-10,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-52.0,143.0,52
1548,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612004,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2013-04-01,2013-06-30,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,90.0,1799.0,-1709.0,0
1549,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612004,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2013-04-01,2013-06-30,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1524.0,1614.0,0
1550,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612010,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,2013-07-01,2013-09-30,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,91.0,1708.0,-1617.0,2
1551,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612010,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,2013-07-01,2013-09-30,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1615.0,1706.0,2
1552,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612011,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2013-10-01,2013-12-31,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,91.0,1616.0,-1525.0,4
1553,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612011,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2013-10-01,2013-12-31,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1707.0,1798.0,4
1554,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612012,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2014-01-01,2014-03-31,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,89.0,1524.0,-1435.0,6
1555,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612012,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2014-01-01,2014-03-31,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1799.0,1888.0,6
1556,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612013,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2014-04-01,2014-06-30,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,90.0,1434.0,-1344.0,8
1557,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612013,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2014-04-01,2014-06-30,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1889.0,1979.0,8
1558,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612014,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,2014-10-01,2014-12-31,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2072.0,2163.0,10
1559,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612014,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,2014-10-01,2014-12-31,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,91.0,1251.0,-1160.0,10
1560,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612015,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,2015-01-01,2015-03-31,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-2164.0,2253.0,12
1561,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612015,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,2015-01-01,2015-03-31,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,89.0,1159.0,-1070.0,12
1562,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612016,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,2015-04-01,2015-06-30,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,90.0,1069.0,-979.0,14
1563,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612016,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,2015-04-01,2015-06-30,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-2254.0,2344.0,14
1564,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612020,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,2015-07-01,2015-09-30,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,91.0,978.0,-887.0,16
1565,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612020,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,2015-07-01,2015-09-30,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2345.0,2436.0,16
1566,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612021,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,2015-10-01,2015-12-31,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-29.0,120.0,18
1567,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612022,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,2016-01-01,2016-03-31,9719011,2018-03-05,STATE INTENTIONAL NO ACTION TAKEN,90.0,794.0,-704.0,19
1568,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612022,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,2016-01-01,2016-03-31,919015,2009-01-28,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-2529.0,2619.0,19
1569,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612024,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,2016-04-01,2016-06-30,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-212.0,302.0,21
1570,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612025,"MCL,  AVERAGE",ARSENIC,0.044 MG/L,0.010 MG/L,2016-07-01,2016-09-30,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-303.0,394.0,22
1571,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612027,"MCL,  AVERAGE",ARSENIC,0.044 MG/L,0.010 MG/L,2016-10-01,2016-12-31,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-395.0,486.0,23
1572,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612028,"MCL,  AVERAGE",ARSENIC,0.047 MG/L,0.010 MG/L,2017-01-01,2017-03-31,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-487.0,576.0,24
1573,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612030,"MCL,  AVERAGE",ARSENIC,0.044 MG/L,0.010 MG/L,2017-07-01,2017-09-30,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-668.0,759.0,25
1574,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612031,"MCL,  AVERAGE",ARSENIC,.045 MG/L,0.010 MG/L,2017-10-01,2017-12-31,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-760.0,851.0,26
1575,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612032,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,2018-01-01,2018-03-31,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-852.0,941.0,27
1576,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612033,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,2018-04-01,2018-06-30,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-942.0,1032.0,28
1577,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612034,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,2018-07-01,2018-09-30,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1033.0,1124.0,29
1578,CA1500442,SUNSET APARTMENTS WS,NORTH EDWARDS,KERN,93523,COMMUNITY,37,20,DISTRICT 19 - TEHACHAPI,9612036,"MCL,  AVERAGE",ARSENIC,0.044 MG/L,0.010 MG/L,2018-10-01,2018-12-31,9719008,2015-09-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1125.0,1216.0,30
1579,CA1500447,SIERRA BREEZE MUTUAL WATER COMPANY,RIDGECREST,KERN,93555,COMMUNITY,150,60,DISTRICT 19 - TEHACHAPI,719010,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",,,2018-07-01,2018-09-30,719013,2018-12-18,CA STATE ACTION ISSUED,91.0,170.0,-79.0,0
1580,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,1119031,"MCL,  AVERAGE",ARSENIC,.01800000 MG/L,0.010 MG/L,2012-01-01,2012-03-31,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,90.0,2136.0,-2046.0,0
1581,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,1119031,"MCL,  AVERAGE",ARSENIC,.01800000 MG/L,0.010 MG/L,2012-01-01,2012-03-31,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1073.0,1163.0,0
1582,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,1219032,"MCL,  AVERAGE",ARSENIC,.01800000 MG/L,0.010 MG/L,2012-04-01,2012-06-30,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,90.0,2045.0,-1955.0,2
1583,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,1219032,"MCL,  AVERAGE",ARSENIC,.01800000 MG/L,0.010 MG/L,2012-04-01,2012-06-30,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1164.0,1254.0,2
1584,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,1219033,"MCL,  AVERAGE",ARSENIC,.01800000 MG/L,0.010 MG/L,2012-07-01,2012-09-30,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1255.0,1346.0,4
1585,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,1219033,"MCL,  AVERAGE",ARSENIC,.01800000 MG/L,0.010 MG/L,2012-07-01,2012-09-30,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,91.0,1954.0,-1863.0,4
1586,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912004,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,2012-10-01,2012-12-31,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,91.0,1862.0,-1771.0,6
1587,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912004,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,2012-10-01,2012-12-31,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1347.0,1438.0,6
1588,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912005,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,2013-01-01,2013-03-31,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,89.0,1770.0,-1681.0,8
1589,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912005,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,2013-01-01,2013-03-31,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1439.0,1528.0,8
1590,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912006,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,2013-04-01,2013-06-30,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1529.0,1619.0,10
1591,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912006,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,2013-04-01,2013-06-30,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,90.0,1680.0,-1590.0,10
1592,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912007,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2013-07-01,2013-09-30,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,91.0,1589.0,-1498.0,12
1593,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912007,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2013-07-01,2013-09-30,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1620.0,1711.0,12
1594,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912008,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2013-10-01,2013-12-31,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,91.0,1497.0,-1406.0,14
1595,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912008,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2013-10-01,2013-12-31,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1712.0,1803.0,14
1596,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912009,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-01-01,2014-03-31,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1804.0,1893.0,16
1597,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912009,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-01-01,2014-03-31,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,89.0,1405.0,-1316.0,16
1598,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912010,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-04-01,2014-06-30,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1894.0,1984.0,18
1599,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912010,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-04-01,2014-06-30,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,90.0,1315.0,-1225.0,18
1600,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912011,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-07-01,2014-09-30,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,91.0,1224.0,-1133.0,20
1601,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912011,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-07-01,2014-09-30,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1985.0,2076.0,20
1602,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912012,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-10-01,2014-12-31,919028,2009-01-23,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2077.0,2168.0,22
1603,CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,MOJAVE,KERN,93501,COMMUNITY,56,16,DISTRICT 19 - TEHACHAPI,9912012,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-10-01,2014-12-31,9819004,2017-11-06,STATE INTENTIONAL NO ACTION TAKEN,91.0,1132.0,-1041.0,22
